lng,lat
108.828867,34.291883
114.219667,30.585071
113.46294623480902,23.110551486545138
114.31695068359375,30.540438368055554
114.32256,30.5702
117.132308,39.113964
106.60455891927083,29.604466959635417
106.503833,29.709883
120.02346923828125,30.27751980251736
117.23236409505208,39.08616807725694
111.68569281684027,29.05372314453125
104.1444,30.585482
106.5784157986111,29.574034016927083
121.566327,38.886099
120.14098198784723,30.27064480251736
120.164263,30.250825
106.43955891927084,29.520277506510418
117.18869167751735,39.06617567274306
113.2596644422743,23.17429714626736
120.62546332465278,31.28418429904514
108.88470567491319,34.24667209201389
113.26774142795139,23.08888916015625
118.7951708984375,31.969747178819443
120.34865342881945,36.15211751302083
121.619224,29.894552
108.9389976671007,34.29218044704861
120.62071316189235,31.252798122829862
106.566416015625,29.565221354166667
113.315267,23.125491
112.95334771050348,28.25590847439236
118.13494466145833,24.476335177951388
126.647412,45.681309
126.56438286675348,45.730769856770834
113.30531629774306,23.358945583767362
112.89421034071181,28.198546278211804
120.61871853298611,31.330957573784723
120.39227620442708,36.07757297092014
117.21587429470486,39.18373752170139
114.34972222222223,30.567751193576388
117.137733,39.214366
103.81288302951388,36.05986111111111
121.56288655598958,29.883165961371528
118.8072705078125,31.94335910373264
108.99576904296875,34.31099609375
113.11379503038195,22.993055284288193
126.554273,45.722204
120.43178,36.097811
121.6027511935764,29.881026746961805
121.353672,31.299473
112.56211480034722,37.89025634765625
113.00241916232639,28.18352566189236
117.17502332899305,39.144557834201386
118.02783094618056,24.48341552734375
121.51641682942709,29.914513075086806
120.177828,30.255864
108.90822347005208,34.236951497395836
106.493035,29.496799
121.58266927083334,38.88422309027778
120.2390492078993,30.214498155381943
120.124162,30.278659
118.08605441623264,24.47835232204861
113.29378797743055,23.154421657986113
120.11323432074653,35.92341579861111
106.57484293619791,29.604474283854167
113.0849232313368,28.213953993055554
120.585974,31.318978
117.14670301649305,39.17073296440972
113.66095648871527,23.162973361545138
120.23246934678819,35.95828396267361
121.56383002387153,29.856855740017362
117.19056,39.180683
104.08647,30.53343
120.02451280381945,30.276853841145833
120.04115288628472,29.374561360677085
113.45548665364583,23.10205756293403
114.42419650607638,30.50879638671875
104.141566,30.620295
118.04629475911459,24.589335123697918
118.83926703559028,31.897744140625
108.95567898220486,34.29687581380208
120.40981987847222,36.067462022569444
113.27658338758681,23.12048855251736
114.534744,30.488208
104.090295,30.640914
106.44884304470486,29.53722412109375
120.2006751844618,30.25808349609375
114.377112,30.589246
108.9103040907118,34.24499728732639
120.178447,30.068341
106.61082899305555,29.634865180121526
113.34874972873264,23.11703830295139
113.30921359592014,23.12405300564236
121.56618381076389,38.94801459418403
118.09303331163194,24.475250922309026
117.205208,39.116547
117.21625406901042,39.09884412977431
103.92974907769097,30.69811306423611
113.275535,23.179995
118.13288519965278,24.53477077907986
113.04680745442708,28.24625732421875
114.28538438585069,30.633374565972222
120.15730929904514,30.325185275607637
120.28648139105903,30.19639865451389
121.582127,29.877795
118.802428,31.997882
120.49737277560764,31.370716145833335
120.64296278211806,31.265313313802082
120.12362223307292,30.24497531467014
111.65063910590278,29.033403862847223
109.00915,34.24207
113.27719346788194,23.108480902777778
121.53585639105903,31.21089870876736
111.69237630208333,29.03985568576389
117.22165717230902,39.11271023220486
106.56401014539931,29.53375922309028
118.829677734375,31.86909884982639
114.297227,30.583185
111.65129448784722,29.03394748263889
120.43235866970485,36.21057210286458
118.12683051215278,24.499769422743057
113.0010582139757,28.10227322048611
114.32478325737847,30.474845106336804
111.67904947916666,29.035123697916667
113.39975396050347,23.095815972222223
121.57354654947916,29.83239990234375
117.18923963758681,39.15611246744792
108.969046,34.25099
106.538804,29.569781
120.07661295572916,30.288367513020834
121.51205,29.86006
120.654023,31.331456
117.21123345269098,39.072970648871525
114.33302327473959,30.587762586805557
126.6300599500868,45.76842041015625
114.3722998046875,30.510277506510416
126.60594753689236,45.73671793619792
117.24585693359376,39.071018337673614
104.1404128689236,30.602078993055557
121.51992296006945,38.961527235243054
103.99585,30.65765
103.94195448133681,30.796507432725694
117.87072645399306,24.24599365234375
103.95844862196181,30.567572157118054
113.55723063151042,34.82025444878472
120.16758870442709,30.29859836154514
104.11811252170139,30.672052680121528
112.88966064453125,28.20600151909722
113.12192464192708,23.038941786024306
121.586083,38.911212
120.21268961588542,30.20709988064236
121.57128526475694,29.857232801649307
117.23955946180556,39.14866807725694
106.607958984375,29.591127115885417
118.13551703559028,24.51856662326389
120.77768581814236,31.334728190104165
120.42248914930556,36.11250325520833
113.33724799262153,23.18782470703125
112.98709147135416,28.195035807291667
120.37390842013889,36.135013563368055
117.13870822482639,39.15187771267361
118.11543267144097,24.487939724392362
113.27783040364584,23.130511067708333
108.94696044921875,34.24063802083333
104.0359703233507,30.590633680555555
120.219473,30.207862
